[17, 17, 18, 19, 20, 21, 22, 23, 23, 23, 23, 24, 25, 26, 27, 28, 29, 29, 29, 29, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17]
[9, 8, 8, 8, 8, 8, 8, 8, 7, 6, 5, 5, 5, 5, 5, 5, 5, 4, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[18, 13, 7, 6, 19, 12, 36, 5, 15, 35, 14, 11, 37, 4, 10, 10, 16, 18, 9, 37, 8, 15, 7, 17, 36, 36, 37, 4, 35, 17, 16, 18, 19, 15, 36, 37, 20, 14, 20, 14, 19]
[9, 9, 4, 3, 7, 9, 8, 2, 8, 1, 9, 9, 7, 1, 8, 7, 8, 7, 7, 9, 6, 7, 5, 7, 5, 4, 6, 0, 0, 3, 3, 3, 3, 3, 2, 3, 4, 4, 5, 5, 6]
[17, 17, 16, 18, 16, 18, 19, 15, 19, 15, 14, 20, 14, 20, 21, 13, 21, 13, 12, 22, 12, 22, 23, 11, 23, 11, 17, 10, 24, 24, 18, 16, 25, 9, 15, 19, 25, 20, 14, 26, 26, 13, 21, 27, 27, 22, 12, 28, 28, 11, 23, 29, 29, 10, 29, 24, 29, 30, 29, 30, 9, 25, 29, 28, 27, 26, 25, 24, 23, 31, 14, 20, 8, 26, 30, 21, 13, 27, 31, 12, 22, 28, 23, 11, 32, 32, 10, 32, 24, 33, 28, 28, 9, 30, 25, 30, 29, 28, 22, 27, 34, 26, 25, 24, 23, 30, 8, 31, 27, 26, 25, 24, 23, 26, 30, 13, 21, 35, 7, 32, 32, 27, 22, 12, 31, 31, 11, 32, 31, 31, 10, 32, 33, 33, 9, 33, 33, 21, 22, 29, 28, 27, 26, 25, 34, 24, 23, 8, 31, 34, 30, 31, 13, 7, 31, 32, 30, 35, 35, 6, 33, 12, 33, 29, 28, 27, 26, 25, 24, 23, 11, 30, 10, 32, 9, 21, 33, 22, 22, 8, 23, 24, 25, 26, 27, 28, 29, 34, 34, 34, 13, 34, 7, 32, 35, 6, 12, 33, 35, 21, 36, 22, 5, 34, 11, 35, 10, 20, 9, 21, 20, 21, 8, 33, 14, 13, 7, 35, 19, 34, 20, 6, 12, 36, 35, 5, 34, 36, 11, 13, 18, 10, 19, 36, 12, 9, 20, 8, 11, 14, 14, 17]
[0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 2, 0, 0, 1, 2, 2, 0, 0, 2, 2, 1, 2, 2, 0, 1, 2, 2, 0, 1, 2, 2, 0, 1, 2, 2, 0, 1, 1, 2, 2, 3, 0, 4, 1, 1, 2, 5, 5, 5, 5, 5, 5, 5, 0, 3, 3, 0, 2, 5, 3, 3, 2, 5, 3, 3, 2, 3, 3, 5, 6, 2, 7, 3, 5, 3, 4, 2, 2, 3, 3, 6, 6, 5, 6, 5, 6, 6, 6, 6, 4, 1, 1, 4, 4, 4, 4, 4, 3, 6, 4, 4, 5, 0, 0, 8, 3, 4, 4, 6, 4, 4, 4, 8, 7, 3, 9, 6, 4, 3, 8, 7, 5, 6, 7, 7, 7, 7, 7, 6, 7, 7, 2, 2, 4, 8, 3, 5, 1, 9, 1, 7, 6, 4, 0, 0, 5, 9, 8, 8, 8, 8, 8, 8, 8, 5, 9, 4, 3, 4, 6, 3, 8, 7, 3, 9, 9, 9, 9, 9, 9, 9, 9, 8, 7, 6, 3, 2, 2, 7, 1, 6, 1, 3, 8, 6, 9, 0, 0, 6, 9, 5, 8, 5, 9, 6, 7, 4, 2, 6, 7, 3, 8, 8, 2, 9, 2, 7, 7, 2, 1, 1, 3, 7, 8, 8, 6, 9, 9, 8, 6, 7, 5, 8, 8, 7, 8]
[50, 50, 50, 50, 50, 10, 10, 10, 10, 1, 1, 1, 1, 1, 1, 1, 1, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 10, 10, 10, 50, 50, 50, 50, 50]
[50, 50, 50, 10, 10, 10, 10, 10, 10, 10, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 50, 50, 50, 50]
[50, 50, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 1, 10, 10, 10, 10, 10, 10, 50, 50, 50, 50]
[50, 50, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 100, 100, 100, 100, 100, 10, 10, 10, 10, 10, 10, 10, 10, 10, 1, 10, 10, 10, 10, 10, 10, 10, 50, 50, 50]
[50, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 100, 100, 100, 100, 100, 100, 100, 10, 10, 10, 10, 10, 10, 10, 10, 1, 10, 10, 10, 10, 10, 10, 50, 50, 50, 50]
[50, 50, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 100, 100, 100, 100, 100, 100, 100, 10, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 50, 50, 50, 50]
[50, 50, 50, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 100, 100, 100, 100, 100, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 1, 10, 10, 10, 10, 50, 50, 50]
[50, 50, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 1, 10, 10, 10, 10, 10, 50, 50]
[50, 50, 10, 10, 10, 10, 10, 10, 10, 10, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 10, 10, 10, 50, 50]
[50, 50, 50, 10, 10, 10, 10, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, -3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 10, 50, 50]
